Result_num	GO_Category	GO_ID	GO_Term	Annotated	Significant	Expected	weight01Fisher	Tissue	Comparison	Expression
26	MF	GO:0016742	"hydroxymethyl-, formyl- and related tran..."	9	1	0.04	0.03481	liver	inf_ctl	down
27	MF	GO:0016290	palmitoyl-CoA hydrolase activity	9	1	0.04	0.03481	liver	inf_ctl	down
28	MF	GO:0017134	fibroblast growth factor binding	10	1	0.04	0.0386	liver	inf_ctl	down
29	MF	GO:0003958	NADPH-hemoprotein reductase activity	10	1	0.04	0.0386	liver	inf_ctl	down
30	MF	GO:0034186	apolipoprotein A-I binding	11	1	0.04	0.04238	liver	inf_ctl	down
31	MF	GO:0045545	syndecan binding	12	1	0.05	0.04615	liver	inf_ctl	down
32	MF	GO:0042975	peroxisome proliferator activated recept...	12	1	0.05	0.04615	liver	inf_ctl	down
33	MF	GO:0030169	low-density lipoprotein particle binding	12	1	0.05	0.04615	liver	inf_ctl	down
34	MF	GO:0004312	fatty acid synthase activity	12	1	0.05	0.04615	liver	inf_ctl	down
35	MF	GO:0008035	high-density lipoprotein particle bindin...	12	1	0.05	0.04615	liver	inf_ctl	down
36	MF	GO:0043168	anion binding	3177	15	12.48	0.04859	liver	inf_ctl	down
37	MF	GO:0044183	protein binding involved in protein fold...	13	1	0.05	0.0499	liver	inf_ctl	down
38	MF	GO:0016208	AMP binding	13	1	0.05	0.0499	liver	inf_ctl	down
39	MF	GO:0005522	profilin binding	13	1	0.05	0.0499	liver	inf_ctl	down
1	BP	GO:0051301	cell division	652	16	3.19	7.30E-09	liver	inf_ctl	up
2	BP	GO:0032714	negative regulation of interleukin-5 pro...	5	2	0.02	0.00023	liver	inf_ctl	up
3	BP	GO:0007049	cell cycle	1709	24	8.35	0.00035	liver	inf_ctl	up
4	BP	GO:0006268	DNA unwinding involved in DNA replicatio...	7	2	0.03	0.00049	liver	inf_ctl	up
5	BP	GO:0051258	protein polymerization	272	5	1.33	0.00061	liver	inf_ctl	up
6	BP	GO:0010992	ubiquitin recycling	8	2	0.04	0.00065	liver	inf_ctl	up
7	BP	GO:0032693	negative regulation of interleukin-10 pr...	8	2	0.04	0.00065	liver	inf_ctl	up
8	BP	GO:0030574	collagen catabolic process	37	3	0.18	0.00077	liver	inf_ctl	up
9	BP	GO:0072677	eosinophil migration	9	2	0.04	0.00083	liver	inf_ctl	up
10	BP	GO:0007052	mitotic spindle organization	93	4	0.45	0.00094	liver	inf_ctl	up
11	BP	GO:0030261	chromosome condensation	66	4	0.32	0.00257	liver	inf_ctl	up
12	BP	GO:0009435	NAD biosynthetic process	27	3	0.13	0.00297	liver	inf_ctl	up
13	BP	GO:0042744	hydrogen peroxide catabolic process	18	2	0.09	0.00342	liver	inf_ctl	up
14	BP	GO:0032753	positive regulation of interleukin-4 pro...	18	2	0.09	0.00342	liver	inf_ctl	up
15	BP	GO:0051497	negative regulation of stress fiber asse...	20	2	0.1	0.00423	liver	inf_ctl	up
16	BP	GO:0031145	anaphase-promoting complex-dependent cat...	20	2	0.1	0.00423	liver	inf_ctl	up
17	BP	GO:0042742	defense response to bacterium	114	5	0.56	0.00721	liver	inf_ctl	up
18	BP	GO:0010458	exit from mitosis	31	2	0.15	0.00999	liver	inf_ctl	up
19	BP	GO:0070979	protein K11-linked ubiquitination	32	2	0.16	0.01062	liver	inf_ctl	up
20	BP	GO:1901563	response to camptothecin	5	1	0.02	0.0242	liver	inf_ctl	up
21	BP	GO:0051106	positive regulation of DNA ligation	5	1	0.02	0.0242	liver	inf_ctl	up
22	BP	GO:0042148	strand invasion	5	1	0.02	0.0242	liver	inf_ctl	up
23	BP	GO:0010216	maintenance of DNA methylation	5	1	0.02	0.0242	liver	inf_ctl	up
24	BP	GO:0007076	mitotic chromosome condensation	50	2	0.24	0.0248	liver	inf_ctl	up
25	BP	GO:2001238	positive regulation of extrinsic apoptot...	51	2	0.25	0.02574	liver	inf_ctl	up
26	BP	GO:0090197	positive regulation of chemokine secreti...	6	1	0.03	0.02898	liver	inf_ctl	up
27	BP	GO:2001179	regulation of interleukin-10 secretion	6	1	0.03	0.02898	liver	inf_ctl	up
28	BP	GO:0060282	positive regulation of oocyte developmen...	6	1	0.03	0.02898	liver	inf_ctl	up
29	BP	GO:0007343	egg activation	6	1	0.03	0.02898	liver	inf_ctl	up
30	BP	GO:0120162	positive regulation of cold-induced ther...	58	2	0.28	0.03265	liver	inf_ctl	up
31	BP	GO:0006266	DNA ligation	12	2	0.06	0.03325	liver	inf_ctl	up
32	BP	GO:1903431	positive regulation of cell maturation	7	1	0.03	0.03372	liver	inf_ctl	up
33	BP	GO:0030223	neutrophil differentiation	7	1	0.03	0.03372	liver	inf_ctl	up
34	BP	GO:0051014	actin filament severing	7	1	0.03	0.03372	liver	inf_ctl	up
35	BP	GO:2000484	positive regulation of interleukin-8 sec...	7	1	0.03	0.03372	liver	inf_ctl	up
36	BP	GO:1902969	mitotic DNA replication	7	1	0.03	0.03372	liver	inf_ctl	up
37	BP	GO:0031115	negative regulation of microtubule polym...	7	1	0.03	0.03372	liver	inf_ctl	up
38	BP	GO:0042104	positive regulation of activated T cell ...	7	1	0.03	0.03372	liver	inf_ctl	up
39	BP	GO:0048012	hepatocyte growth factor receptor signal...	7	1	0.03	0.03372	liver	inf_ctl	up
40	BP	GO:0060729	intestinal epithelial structure maintena...	7	1	0.03	0.03372	liver	inf_ctl	up
41	BP	GO:1900193	regulation of oocyte maturation	7	1	0.03	0.03372	liver	inf_ctl	up
42	BP	GO:0032922	circadian regulation of gene expression	61	2	0.3	0.03581	liver	inf_ctl	up
43	BP	GO:0002579	positive regulation of antigen processin...	8	1	0.04	0.03845	liver	inf_ctl	up
44	BP	GO:0000212	meiotic spindle organization	8	1	0.04	0.03845	liver	inf_ctl	up
45	BP	GO:0070493	thrombin-activated receptor signaling pa...	8	1	0.04	0.03845	liver	inf_ctl	up
46	BP	GO:0044351	macropinocytosis	8	1	0.04	0.03845	liver	inf_ctl	up
47	BP	GO:1905098	negative regulation of guanyl-nucleotide...	8	1	0.04	0.03845	liver	inf_ctl	up
48	BP	GO:0099527	postsynapse to nucleus signaling pathway	9	1	0.04	0.04315	liver	inf_ctl	up
49	BP	GO:1904668	positive regulation of ubiquitin protein...	9	1	0.04	0.04315	liver	inf_ctl	up
50	BP	GO:1900016	negative regulation of cytokine producti...	10	1	0.05	0.04783	liver	inf_ctl	up
51	BP	GO:0061621	canonical glycolysis	10	1	0.05	0.04783	liver	inf_ctl	up
52	BP	GO:0097202	activation of cysteine-type endopeptidas...	10	1	0.05	0.04783	liver	inf_ctl	up
53	BP	GO:0019370	leukotriene biosynthetic process	10	1	0.05	0.04783	liver	inf_ctl	up
54	BP	GO:0043312	neutrophil degranulation	167	3	0.82	0.04832	liver	inf_ctl	up
55	BP	GO:0048511	rhythmic process	217	4	1.06	0.04904	liver	inf_ctl	up
1	CC	GO:0005833	hemoglobin complex	5	3	0.02	9.20E-07	liver	inf_ctl	up
2	CC	GO:0000796	condensin complex	9	2	0.04	0.00073	liver	inf_ctl	up
3	CC	GO:0005639	integral component of nuclear inner memb...	12	2	0.06	0.00133	liver	inf_ctl	up
4	CC	GO:0005680	anaphase-promoting complex	28	2	0.13	0.00727	liver	inf_ctl	up
5	CC	GO:0034774	secretory granule lumen	87	3	0.4	0.00746	liver	inf_ctl	up
6	CC	GO:0051233	spindle midzone	33	2	0.15	0.01	liver	inf_ctl	up
7	CC	GO:0000307	cyclin-dependent protein kinase holoenzy...	34	2	0.16	0.0106	liver	inf_ctl	up
8	CC	GO:0031012	extracellular matrix	442	4	2.03	0.01084	liver	inf_ctl	up
9	CC	GO:0005815	microtubule organizing center	759	8	3.48	0.01443	liver	inf_ctl	up
10	CC	GO:0005876	spindle microtubule	42	2	0.19	0.01589	liver	inf_ctl	up
11	CC	GO:0072687	meiotic spindle	5	1	0.02	0.02274	liver	inf_ctl	up
12	CC	GO:0043073	germ cell nucleus	5	1	0.02	0.02274	liver	inf_ctl	up
13	CC	GO:0032010	phagolysosome	5	1	0.02	0.02274	liver	inf_ctl	up
14	CC	GO:0043203	axon hillock	5	1	0.02	0.02274	liver	inf_ctl	up
15	CC	GO:0042627	chylomicron	5	1	0.02	0.02274	liver	inf_ctl	up
16	CC	GO:0072559	NLRP3 inflammasome complex	6	1	0.03	0.02723	liver	inf_ctl	up
17	CC	GO:0005737	cytoplasm	10529	52	48.32	0.02822	liver	inf_ctl	up
18	CC	GO:0031616	spindle pole centrosome	7	1	0.03	0.03169	liver	inf_ctl	up
19	CC	GO:0000795	synaptonemal complex	8	1	0.04	0.03614	liver	inf_ctl	up
20	CC	GO:0034364	high-density lipoprotein particle	9	1	0.04	0.04057	liver	inf_ctl	up
21	CC	GO:0005634	nucleus	6828	38	31.34	0.04449	liver	inf_ctl	up
22	CC	GO:0005875	microtubule associated complex	149	3	0.68	0.04463	liver	inf_ctl	up
23	CC	GO:0043020	NADPH oxidase complex	10	1	0.05	0.04497	liver	inf_ctl	up
24	CC	GO:0042555	MCM complex	11	1	0.05	0.04936	liver	inf_ctl	up
25	CC	GO:0001533	cornified envelope	11	1	0.05	0.04936	liver	inf_ctl	up
26	CC	GO:0000780	"condensed nuclear chromosome, centromeri..."	11	1	0.05	0.04936	liver	inf_ctl	up
1	MF	GO:0019825	oxygen binding	17	4	0.08	1.20E-06	liver	inf_ctl	up
2	MF	GO:0005344	oxygen carrier activity	7	3	0.03	4.00E-06	liver	inf_ctl	up
3	MF	GO:0020037	heme binding	136	6	0.67	5.60E-05	liver	inf_ctl	up
4	MF	GO:0003690	double-stranded DNA binding	661	5	3.27	0.00087	liver	inf_ctl	up
5	MF	GO:0004222	metalloendopeptidase activity	96	4	0.47	0.00129	liver	inf_ctl	up
6	MF	GO:0005524	ATP binding	2015	19	9.97	0.00332	liver	inf_ctl	up
7	MF	GO:0004601	peroxidase activity	33	3	0.16	0.0038	liver	inf_ctl	up
8	MF	GO:0004693	cyclin-dependent protein serine/threonin...	22	2	0.11	0.00522	liver	inf_ctl	up
9	MF	GO:0016538	cyclin-dependent protein serine/threonin...	41	2	0.2	0.01746	liver	inf_ctl	up
10	MF	GO:1990841	promoter-specific chromatin binding	43	2	0.21	0.0191	liver	inf_ctl	up
11	MF	GO:0035174	histone serine kinase activity	5	1	0.02	0.02449	liver	inf_ctl	up
12	MF	GO:0071558	histone demethylase activity (H3-K27 spe...	5	1	0.02	0.02449	liver	inf_ctl	up
13	MF	GO:0019136	deoxynucleoside kinase activity	6	1	0.03	0.02932	liver	inf_ctl	up
14	MF	GO:0070700	BMP receptor binding	6	1	0.03	0.02932	liver	inf_ctl	up
15	MF	GO:0031702	type 1 angiotensin receptor binding	6	1	0.03	0.02932	liver	inf_ctl	up
16	MF	GO:0005113	patched binding	7	1	0.03	0.03412	liver	inf_ctl	up
17	MF	GO:0001727	lipid kinase activity	8	1	0.04	0.0389	liver	inf_ctl	up
18	MF	GO:0070087	chromo shadow domain binding	8	1	0.04	0.0389	liver	inf_ctl	up
19	MF	GO:0042287	MHC protein binding	8	1	0.04	0.0389	liver	inf_ctl	up
20	MF	GO:0005523	tropomyosin binding	9	1	0.04	0.04366	liver	inf_ctl	up
21	MF	GO:0016175	superoxide-generating NADPH oxidase acti...	9	1	0.04	0.04366	liver	inf_ctl	up
22	MF	GO:0061608	nuclear import signal receptor activity	10	1	0.05	0.04839	liver	inf_ctl	up
23	MF	GO:0016846	carbon-sulfur lyase activity	10	1	0.05	0.04839	liver	inf_ctl	up
24	MF	GO:0070402	NADPH binding	10	1	0.05	0.04839	liver	inf_ctl	up
25	MF	GO:0015165	pyrimidine nucleotide-sugar transmembran...	10	1	0.05	0.04839	liver	inf_ctl	up
26	MF	GO:0016868	"intramolecular transferase activity, pho..."	10	1	0.05	0.04839	liver	inf_ctl	up
1	BP	GO:0010828	positive regulation of glucose transmemb...	32	5	0.16	5.30E-10	skin	inf_ctl	down
2	BP	GO:0035794	positive regulation of mitochondrial mem...	35	4	0.17	4.50E-07	skin	inf_ctl	down
3	BP	GO:0006958	"complement activation, classical pathway"	16	4	0.08	9.60E-07	skin	inf_ctl	down
4	BP	GO:0010940	positive regulation of necrotic cell dea...	7	3	0.03	4.00E-06	skin	inf_ctl	down
5	BP	GO:0006572	tyrosine catabolic process	8	3	0.04	6.40E-06	skin	inf_ctl	down
6	BP	GO:0006559	L-phenylalanine catabolic process	9	3	0.04	9.60E-06	skin	inf_ctl	down
7	BP	GO:0006957	"complement activation, alternative pathw..."	9	3	0.04	9.60E-06	skin	inf_ctl	down
8	BP	GO:0030449	regulation of complement activation	11	3	0.05	1.90E-05	skin	inf_ctl	down
9	BP	GO:0010917	negative regulation of mitochondrial mem...	11	3	0.05	1.90E-05	skin	inf_ctl	down
10	BP	GO:0002675	positive regulation of acute inflammator...	13	3	0.06	3.20E-05	skin	inf_ctl	down
11	BP	GO:0045745	positive regulation of G protein-coupled...	16	3	0.08	6.20E-05	skin	inf_ctl	down
12	BP	GO:0010866	regulation of triglyceride biosynthetic ...	16	3	0.08	6.20E-05	skin	inf_ctl	down
13	BP	GO:0010884	positive regulation of lipid storage	18	3	0.09	9.00E-05	skin	inf_ctl	down
14	BP	GO:0002864	regulation of acute inflammatory respons...	5	2	0.02	0.00024	skin	inf_ctl	down
15	BP	GO:0060100	"positive regulation of phagocytosis, eng..."	9	2	0.04	0.00085	skin	inf_ctl	down
16	BP	GO:0051491	positive regulation of filopodium assemb...	40	3	0.2	0.00101	skin	inf_ctl	down
17	BP	GO:0060394	negative regulation of pathway-restricte...	10	2	0.05	0.00106	skin	inf_ctl	down
18	BP	GO:0007601	visual perception	93	4	0.46	0.00116	skin	inf_ctl	down
19	BP	GO:0002922	positive regulation of humoral immune re...	11	2	0.05	0.0013	skin	inf_ctl	down
20	BP	GO:0060391	positive regulation of SMAD protein sign...	11	2	0.05	0.0013	skin	inf_ctl	down
21	BP	GO:0046415	urate metabolic process	12	2	0.06	0.00155	skin	inf_ctl	down
22	BP	GO:0010575	positive regulation of vascular endothel...	16	2	0.08	0.00278	skin	inf_ctl	down
23	BP	GO:0010954	positive regulation of protein processin...	16	2	0.08	0.00278	skin	inf_ctl	down
24	BP	GO:0002888	positive regulation of myeloid leukocyte...	17	2	0.08	0.00314	skin	inf_ctl	down
25	BP	GO:0048251	elastic fiber assembly	17	2	0.08	0.00314	skin	inf_ctl	down
26	BP	GO:0097242	amyloid-beta clearance	22	2	0.11	0.00525	skin	inf_ctl	down
27	BP	GO:0043277	apoptotic cell clearance	29	2	0.14	0.00903	skin	inf_ctl	down
28	BP	GO:0043312	neutrophil degranulation	167	4	0.83	0.00945	skin	inf_ctl	down
29	BP	GO:0010862	positive regulation of pathway-restricte...	30	2	0.15	0.00964	skin	inf_ctl	down
30	BP	GO:0045851	pH reduction	36	2	0.18	0.00978	skin	inf_ctl	down
31	BP	GO:0007155	cell adhesion	1179	8	5.85	0.01053	skin	inf_ctl	down
32	BP	GO:0048260	positive regulation of receptor-mediated...	35	2	0.17	0.01298	skin	inf_ctl	down
33	BP	GO:0030198	extracellular matrix organization	308	6	1.53	0.01536	skin	inf_ctl	down
34	BP	GO:0030514	negative regulation of BMP signaling pat...	39	2	0.19	0.01596	skin	inf_ctl	down
35	BP	GO:1905114	cell surface receptor signaling pathway ...	490	6	2.43	0.01746	skin	inf_ctl	down
36	BP	GO:0002891	positive regulation of immunoglobulin me...	41	2	0.2	0.01755	skin	inf_ctl	down
37	BP	GO:0060325	face morphogenesis	45	2	0.22	0.02092	skin	inf_ctl	down
38	BP	GO:0009804	coumarin metabolic process	5	1	0.02	0.02455	skin	inf_ctl	down
39	BP	GO:2000275	regulation of oxidative phosphorylation ...	5	1	0.02	0.02455	skin	inf_ctl	down
40	BP	GO:0042167	heme catabolic process	5	1	0.02	0.02455	skin	inf_ctl	down
41	BP	GO:0010936	negative regulation of macrophage cytoki...	5	1	0.02	0.02455	skin	inf_ctl	down
42	BP	GO:0048563	post-embryonic animal organ morphogenesi...	5	1	0.02	0.02455	skin	inf_ctl	down
43	BP	GO:0009996	negative regulation of cell fate specifi...	5	1	0.02	0.02455	skin	inf_ctl	down
44	BP	GO:0014075	response to amine	27	2	0.13	0.02902	skin	inf_ctl	down
45	BP	GO:0009308	amine metabolic process	54	2	0.27	0.02939	skin	inf_ctl	down
46	BP	GO:1901203	positive regulation of extracellular mat...	6	1	0.03	0.02939	skin	inf_ctl	down
47	BP	GO:1905522	negative regulation of macrophage migrat...	6	1	0.03	0.02939	skin	inf_ctl	down
48	BP	GO:1904027	negative regulation of collagen fibril o...	6	1	0.03	0.02939	skin	inf_ctl	down
49	BP	GO:0008211	glucocorticoid metabolic process	6	1	0.03	0.02939	skin	inf_ctl	down
50	BP	GO:0098883	synapse pruning	6	1	0.03	0.02939	skin	inf_ctl	down
51	BP	GO:1903224	regulation of endodermal cell differenti...	6	1	0.03	0.02939	skin	inf_ctl	down
52	BP	GO:0001555	oocyte growth	6	1	0.03	0.02939	skin	inf_ctl	down
53	BP	GO:0048702	embryonic neurocranium morphogenesis	6	1	0.03	0.02939	skin	inf_ctl	down
54	BP	GO:1904338	regulation of dopaminergic neuron differ...	6	1	0.03	0.02939	skin	inf_ctl	down
55	BP	GO:1905770	regulation of mesodermal cell differenti...	6	1	0.03	0.02939	skin	inf_ctl	down
56	BP	GO:1904426	positive regulation of GTP binding	6	1	0.03	0.02939	skin	inf_ctl	down
57	BP	GO:0043627	response to estrogen	55	2	0.27	0.0304	skin	inf_ctl	down
58	BP	GO:0060044	negative regulation of cardiac muscle ce...	7	1	0.03	0.0342	skin	inf_ctl	down
59	BP	GO:0007617	mating behavior	7	1	0.03	0.0342	skin	inf_ctl	down
60	BP	GO:2000542	negative regulation of gastrulation	7	1	0.03	0.0342	skin	inf_ctl	down
61	BP	GO:0048069	eye pigmentation	7	1	0.03	0.0342	skin	inf_ctl	down
62	BP	GO:0001711	endodermal cell fate commitment	7	1	0.03	0.0342	skin	inf_ctl	down
63	BP	GO:0032799	low-density lipoprotein receptor particl...	7	1	0.03	0.0342	skin	inf_ctl	down
64	BP	GO:0001867	"complement activation, lectin pathway"	7	1	0.03	0.0342	skin	inf_ctl	down
65	BP	GO:0009115	xanthine catabolic process	7	1	0.03	0.0342	skin	inf_ctl	down
66	BP	GO:0042693	muscle cell fate commitment	7	1	0.03	0.0342	skin	inf_ctl	down
67	BP	GO:0038026	reelin-mediated signaling pathway	7	1	0.03	0.0342	skin	inf_ctl	down
68	BP	GO:0090324	negative regulation of oxidative phospho...	7	1	0.03	0.0342	skin	inf_ctl	down
69	BP	GO:0006518	peptide metabolic process	670	6	3.32	0.03577	skin	inf_ctl	down
70	BP	GO:0051964	negative regulation of synapse assembly	8	1	0.04	0.039	skin	inf_ctl	down
71	BP	GO:0007501	mesodermal cell fate specification	8	1	0.04	0.039	skin	inf_ctl	down
72	BP	GO:0042755	eating behavior	8	1	0.04	0.039	skin	inf_ctl	down
73	BP	GO:0048148	behavioral response to cocaine	8	1	0.04	0.039	skin	inf_ctl	down
74	BP	GO:0032780	negative regulation of ATPase activity	8	1	0.04	0.039	skin	inf_ctl	down
75	BP	GO:1905606	regulation of presynapse assembly	8	1	0.04	0.039	skin	inf_ctl	down
76	BP	GO:0007042	lysosomal lumen acidification	8	1	0.04	0.039	skin	inf_ctl	down
77	BP	GO:0003128	heart field specification	8	1	0.04	0.039	skin	inf_ctl	down
78	BP	GO:0097498	endothelial tube lumen extension	8	1	0.04	0.039	skin	inf_ctl	down
79	BP	GO:0000715	"nucleotide-excision repair, DNA damage r..."	8	1	0.04	0.039	skin	inf_ctl	down
80	BP	GO:0035426	extracellular matrix-cell signaling	8	1	0.04	0.039	skin	inf_ctl	down
81	BP	GO:0030512	negative regulation of transforming grow...	64	2	0.32	0.04012	skin	inf_ctl	down
82	BP	GO:0065003	protein-containing complex assembly	1554	7	7.71	0.04157	skin	inf_ctl	down
83	BP	GO:0032966	negative regulation of collagen biosynth...	9	1	0.04	0.04376	skin	inf_ctl	down
84	BP	GO:0002523	leukocyte migration involved in inflamma...	9	1	0.04	0.04376	skin	inf_ctl	down
85	BP	GO:0090201	negative regulation of release of cytoch...	9	1	0.04	0.04376	skin	inf_ctl	down
86	BP	GO:0035584	calcium-mediated signaling using intrace...	9	1	0.04	0.04376	skin	inf_ctl	down
87	BP	GO:0007613	memory	68	2	0.34	0.04476	skin	inf_ctl	down
88	BP	GO:0006805	xenobiotic metabolic process	70	2	0.35	0.04716	skin	inf_ctl	down
89	BP	GO:0030277	maintenance of gastrointestinal epitheli...	10	1	0.05	0.04851	skin	inf_ctl	down
90	BP	GO:0048642	negative regulation of skeletal muscle t...	10	1	0.05	0.04851	skin	inf_ctl	down
91	BP	GO:0042730	fibrinolysis	10	1	0.05	0.04851	skin	inf_ctl	down
92	BP	GO:0006544	glycine metabolic process	10	1	0.05	0.04851	skin	inf_ctl	down
93	BP	GO:0051574	positive regulation of histone H3-K9 met...	10	1	0.05	0.04851	skin	inf_ctl	down
94	BP	GO:0090244	Wnt signaling pathway involved in somito...	10	1	0.05	0.04851	skin	inf_ctl	down
95	BP	GO:2000726	negative regulation of cardiac muscle ce...	10	1	0.05	0.04851	skin	inf_ctl	down
1	CC	GO:0005615	extracellular space	1521	28	7.37	1.70E-10	skin	inf_ctl	down
2	CC	GO:0035578	azurophil granule lumen	33	4	0.16	1.90E-05	skin	inf_ctl	down
3	CC	GO:0062023	collagen-containing extracellular matrix	343	6	1.66	0.019	skin	inf_ctl	down
4	CC	GO:0070062	extracellular exosome	859	9	4.16	0.023	skin	inf_ctl	down
5	CC	GO:0044327	dendritic spine head	5	1	0.02	0.024	skin	inf_ctl	down
6	CC	GO:0005757	mitochondrial permeability transition po...	5	1	0.02	0.024	skin	inf_ctl	down
7	CC	GO:0005739	mitochondrion	1451	11	7.03	0.026	skin	inf_ctl	down
8	CC	GO:0032584	growth cone membrane	6	1	0.03	0.029	skin	inf_ctl	down
9	CC	GO:0005882	intermediate filament	64	2	0.31	0.039	skin	inf_ctl	down
10	CC	GO:0033180	"proton-transporting V-type ATPase, V1 do..."	9	1	0.04	0.043	skin	inf_ctl	down
11	CC	GO:0005576	extracellular region	2151	32	10.43	0.044	skin	inf_ctl	down
12	CC	GO:0070852	cell body fiber	10	1	0.05	0.047	skin	inf_ctl	down
1	MF	GO:0016812	"hydrolase activity, acting on carbon-nit..."	7	2	0.04	0.00059	skin	inf_ctl	down
2	MF	GO:0016702	"oxidoreductase activity, acting on singl..."	32	3	0.17	0.00066	skin	inf_ctl	down
3	MF	GO:0048019	receptor antagonist activity	8	2	0.04	0.00078	skin	inf_ctl	down
4	MF	GO:0020037	heme binding	136	5	0.73	0.00082	skin	inf_ctl	down
5	MF	GO:0039706	co-receptor binding	10	2	0.05	0.00125	skin	inf_ctl	down
6	MF	GO:0004866	endopeptidase inhibitor activity	97	4	0.52	0.00211	skin	inf_ctl	down
7	MF	GO:0048038	quinone binding	13	2	0.07	0.00215	skin	inf_ctl	down
8	MF	GO:0016641	"oxidoreductase activity, acting on the C..."	15	2	0.08	0.00287	skin	inf_ctl	down
9	MF	GO:0008083	growth factor activity	67	3	0.36	0.0056	skin	inf_ctl	down
10	MF	GO:0004181	metallocarboxypeptidase activity	24	2	0.13	0.00731	skin	inf_ctl	down
11	MF	GO:0001664	G protein-coupled receptor binding	132	5	0.71	0.00887	skin	inf_ctl	down
12	MF	GO:0016504	peptidase activator activity	35	2	0.19	0.01516	skin	inf_ctl	down
13	MF	GO:0005178	integrin binding	104	3	0.56	0.0185	skin	inf_ctl	down
14	MF	GO:0070330	aromatase activity	47	2	0.25	0.02643	skin	inf_ctl	down
15	MF	GO:0030151	molybdenum ion binding	5	1	0.03	0.02663	skin	inf_ctl	down
16	MF	GO:0030229	very-low-density lipoprotein particle re...	5	1	0.03	0.02663	skin	inf_ctl	down
17	MF	GO:0031750	D3 dopamine receptor binding	5	1	0.03	0.02663	skin	inf_ctl	down
18	MF	GO:0031748	D1 dopamine receptor binding	5	1	0.03	0.02663	skin	inf_ctl	down
19	MF	GO:0034714	type III transforming growth factor beta...	5	1	0.03	0.02663	skin	inf_ctl	down
20	MF	GO:0004687	myosin light chain kinase activity	5	1	0.03	0.02663	skin	inf_ctl	down
21	MF	GO:0005507	copper ion binding	49	2	0.26	0.02856	skin	inf_ctl	down
22	MF	GO:0032135	DNA insertion or deletion binding	6	1	0.03	0.03187	skin	inf_ctl	down
23	MF	GO:0005021	vascular endothelial growth factor-activ...	6	1	0.03	0.03187	skin	inf_ctl	down
24	MF	GO:0036435	K48-linked polyubiquitin modification-de...	6	1	0.03	0.03187	skin	inf_ctl	down
25	MF	GO:0005114	type II transforming growth factor beta ...	6	1	0.03	0.03187	skin	inf_ctl	down
26	MF	GO:0005125	cytokine activity	54	2	0.29	0.03416	skin	inf_ctl	down
27	MF	GO:0005518	collagen binding	55	2	0.3	0.03533	skin	inf_ctl	down
28	MF	GO:0004854	xanthine dehydrogenase activity	7	1	0.04	0.03708	skin	inf_ctl	down
29	MF	GO:0031995	insulin-like growth factor II binding	7	1	0.04	0.03708	skin	inf_ctl	down
30	MF	GO:0019841	retinol binding	7	1	0.04	0.03708	skin	inf_ctl	down
31	MF	GO:0098634	cell-matrix adhesion mediator activity	7	1	0.04	0.03708	skin	inf_ctl	down
32	MF	GO:0016918	retinal binding	7	1	0.04	0.03708	skin	inf_ctl	down
33	MF	GO:0004862	cAMP-dependent protein kinase inhibitor ...	7	1	0.04	0.03708	skin	inf_ctl	down
34	MF	GO:0000405	bubble DNA binding	8	1	0.04	0.04227	skin	inf_ctl	down
35	MF	GO:0005201	extracellular matrix structural constitu...	173	4	0.93	0.04496	skin	inf_ctl	down
36	MF	GO:0034713	type I transforming growth factor beta r...	9	1	0.05	0.04743	skin	inf_ctl	down
37	MF	GO:0008188	neuropeptide receptor activity	9	1	0.05	0.04743	skin	inf_ctl	down
1	BP	GO:0042742	defense response to bacterium	114	14	0.99	1.20E-09	skin	inf_ctl	up
2	BP	GO:0045059	positive thymic T cell selection	8	4	0.07	3.60E-07	skin	inf_ctl	up
3	BP	GO:0006955	immune response	1029	43	8.89	3.70E-06	skin	inf_ctl	up
4	BP	GO:0045776	negative regulation of blood pressure	28	5	0.24	4.80E-06	skin	inf_ctl	up
5	BP	GO:0002474	antigen processing and presentation of p...	14	4	0.12	5.00E-06	skin	inf_ctl	up
6	BP	GO:0072606	interleukin-8 secretion	14	4	0.12	6.10E-06	skin	inf_ctl	up
7	BP	GO:0006527	arginine catabolic process	6	3	0.05	1.20E-05	skin	inf_ctl	up
8	BP	GO:0030574	collagen catabolic process	37	5	0.32	1.60E-05	skin	inf_ctl	up
9	BP	GO:0009253	peptidoglycan catabolic process	7	3	0.06	2.10E-05	skin	inf_ctl	up
10	BP	GO:0009725	response to hormone	711	12	6.14	2.20E-05	skin	inf_ctl	up
11	BP	GO:0032480	negative regulation of type I interferon...	32	5	0.28	2.20E-05	skin	inf_ctl	up
12	BP	GO:0018119	peptidyl-cysteine S-nitrosylation	8	3	0.07	3.40E-05	skin	inf_ctl	up
13	BP	GO:0032496	response to lipopolysaccharide	195	11	1.69	4.40E-05	skin	inf_ctl	up
14	BP	GO:0071347	cellular response to interleukin-1	75	6	0.65	4.60E-05	skin	inf_ctl	up
15	BP	GO:0072604	interleukin-6 secretion	24	5	0.21	4.90E-05	skin	inf_ctl	up
16	BP	GO:0018149	peptide cross-linking	25	4	0.22	5.80E-05	skin	inf_ctl	up
17	BP	GO:0032310	prostaglandin secretion	10	3	0.09	7.20E-05	skin	inf_ctl	up
18	BP	GO:0071346	cellular response to interferon-gamma	83	8	0.72	7.50E-05	skin	inf_ctl	up
