gene	GO_ID
comp784240	GO:0005634, GO:0006511, GO:0007275
comp78434	GO:0005634, GO:0006351
comp78462	GO:0005089, GO:0005737, GO:0005886, GO:0005911, GO:0030027, GO:0030139, GO:0035023, GO:0035767, GO:0043542, GO:0048471, GO:0098793, GO:0099575
comp785109	GO:0000398, GO:0003723, GO:0005524, GO:0034459, GO:0071013
comp785468	GO:0002011, GO:0004385, GO:0005737, GO:0005886, GO:0005913, GO:0005923, GO:0007009, GO:0012505, GO:0016021, GO:0019904, GO:0032287, GO:0032288, GO:0032991, GO:0035749, GO:0035750, GO:0043219, GO:0043220, GO:0070830, GO:0072659, GO:0090162
comp785728	GO:0007275, GO:0016021, GO:0016328, GO:0043473, GO:0060071
comp786370	GO:0005547, GO:0005886, GO:0005905, GO:0007274, GO:0030833, GO:0030838, GO:0031594, GO:0043325, GO:0044803, GO:0055037, GO:0072583, GO:0120043, GO:2000601
comp78669	GO:0005096, GO:0005829, GO:0007165, GO:0051056, GO:0070374
comp786825	GO:0005595, GO:0007155, GO:0030199
comp788398	GO:0000398, GO:0005654, GO:0016607
comp78966	GO:0005886, GO:0007275, GO:0016021
comp79095	GO:0000166, GO:0005634, GO:0005829, GO:0009881, GO:0018298, GO:0042622, GO:0045721, GO:0048511, GO:0050896, GO:0097381
comp79113	GO:0001701, GO:0005654, GO:0005737, GO:0005783, GO:0005815, GO:0005829, GO:0005884, GO:0008134, GO:0010499, GO:0016567, GO:0030496, GO:0031463, GO:0042803, GO:0042994, GO:0045604, GO:0071353, GO:0097718
comp7914649	GO:0001786, GO:0005548, GO:0005789, GO:0005829, GO:0006893, GO:0008142, GO:0008203, GO:0008289, GO:0015248, GO:0015485, GO:0015914, GO:0016020, GO:0016021, GO:0030301, GO:0032934, GO:0036150, GO:0043231, GO:0070273, GO:0140268
comp79206	GO:0000123, GO:0000786, GO:0000790, GO:0003677, GO:0003713, GO:0004402, GO:0005634, GO:0005654, GO:0005730, GO:0005829, GO:0006323, GO:0006334, GO:0006473, GO:0008134, GO:0008270, GO:0010485, GO:0016407, GO:0016573, GO:0016605, GO:0016607, GO:0030099, GO:0042393, GO:0043966, GO:0045892, GO:0045893, GO:0045944, GO:0070776, GO:0090398, GO:1901796
comp79228	GO:0001764, GO:0005634, GO:0005783, GO:0005794, GO:0005801, GO:0006493, GO:0008285, GO:0016740, GO:0030173, GO:0035269, GO:0046329, GO:0060049
comp79243	GO:0003676, GO:0005634, GO:0005783, GO:0005829, GO:0008270
comp793411	GO:0004842, GO:0005829, GO:0007219, GO:0008270, GO:0032479
comp79352	GO:0000932, GO:0003723, GO:0005654, GO:0031047, GO:0035068, GO:0035195, GO:0035278, GO:0060213, GO:1900153
comp79359	GO:0000030, GO:0005637, GO:0016020, GO:0016021, GO:0018406
comp7943533	GO:0005737, GO:0005829, GO:0008112, GO:0010243, GO:0031100, GO:0032259, GO:0042493
comp794440	GO:0000122, GO:0000415, GO:0000977, GO:0001835, GO:0003714, GO:0005634, GO:0007507, GO:0008134, GO:0030502, GO:0031072, GO:0035518, GO:0042476, GO:0042826, GO:0044212, GO:0045892, GO:0051572, GO:0060021, GO:0065001, GO:0070171, GO:0140261
comp794586	GO:0004483, GO:0005634, GO:0005737, GO:0006370, GO:0097310
comp794605	GO:0006606, GO:0017056, GO:0044611, GO:0051028
comp794718	GO:0003676, GO:0003964, GO:0004190, GO:0004519, GO:0015074
comp79482	GO:0005102, GO:0005576
comp79859	GO:0005829, GO:0030488
comp79906	GO:0005634, GO:0005667, GO:0005737, GO:0005829, GO:0006474, GO:0017196, GO:0031415, GO:0043022, GO:0043066, GO:0045893, GO:0050821, GO:0070062
comp800083	GO:0000122, GO:0001701, GO:0001964, GO:0002039, GO:0003677, GO:0003678, GO:0003682, GO:0005524, GO:0005634, GO:0005654, GO:0007420, GO:0007616, GO:0008013, GO:0008094, GO:0010468, GO:0016055, GO:0030178, GO:0032991, GO:0035064, GO:0035176, GO:0042393, GO:0043044, GO:0043066, GO:0045892, GO:0045893, GO:0045944, GO:0045945, GO:0048565, GO:0060134, GO:0070016, GO:0071339, GO:0090090, GO:2000270
comp800502	GO:0005789, GO:0005829, GO:0005886, GO:0006699, GO:0008289, GO:0015248, GO:0015485, GO:0016020, GO:0031965, GO:0032433, GO:0032934, GO:0043231, GO:0097038
comp800713	GO:0001525, GO:0001658, GO:0001738, GO:0001755, GO:0001942, GO:0005178, GO:0005201, GO:0005576, GO:0005604, GO:0005610, GO:0005615, GO:0005634, GO:0007010, GO:0007229, GO:0007517, GO:0008037, GO:0008283, GO:0016331, GO:0016477, GO:0019221, GO:0030154, GO:0030155, GO:0030198, GO:0030324, GO:0030334, GO:0031594, GO:0034446, GO:0042127, GO:0042475, GO:0043083, GO:0043259, GO:0043260, GO:0045446, GO:0045995, GO:0048041, GO:0060271, GO:0060445, GO:0062023, GO:0070062, GO:0072659
comp800871	GO:0003333, GO:0005290, GO:0005313, GO:0006814, GO:0015171, GO:0015179, GO:0015180, GO:0015182, GO:0015183, GO:0015186, GO:0015190, GO:0015191, GO:0015194, GO:0016021, GO:0030424, GO:0043025
comp800884	GO:0005119, GO:0005886, GO:0005887, GO:0007224, GO:0008158, GO:0097108
comp800997	GO:0000165, GO:0000228, GO:0000781, GO:0001147, GO:0003677, GO:0003678, GO:0003723, GO:0005524, GO:0005634, GO:0005654, GO:0005730, GO:0005737, GO:0006302, GO:0006310, GO:0006353, GO:0006369, GO:0006376, GO:0006396, GO:0006974, GO:0007283, GO:0007623, GO:0008543, GO:0010976, GO:0016604, GO:0030424, GO:0030426, GO:0033120, GO:0034599, GO:0042802, GO:0043066, GO:0043491, GO:0044344, GO:0045171, GO:0045944, GO:0060566, GO:0070301, GO:0071300, GO:2000144, GO:2000806
comp801019	GO:0000139, GO:0005789, GO:0008203, GO:0012507, GO:0016021, GO:0032933, GO:0032934
comp801043	GO:0005509, GO:0005576, GO:0007155, GO:0008201
comp801080	GO:0003677, GO:0003700, GO:0005509, GO:0005524, GO:0005634, GO:0007275, GO:0045893, GO:0046982
comp801165	GO:0000184, GO:0000956, GO:0003723, GO:0005524, GO:0034459, GO:2000623
comp801206	GO:0003779, GO:0007275, GO:0017048, GO:0030041, GO:0048477
comp801526	GO:0000166, GO:0004467, GO:0005789, GO:0015908, GO:0016021, GO:0031957
comp801622	GO:0005769, GO:0005886, GO:0015095, GO:0015693, GO:0016021, GO:0055085
comp801632	GO:0003677, GO:0005634, GO:0046872
comp801724	GO:0016021
comp802012	GO:0004714, GO:0005524, GO:0007169, GO:0016021, GO:0050918, GO:0071526, GO:2001028
comp802019	GO:0000287, GO:0001784, GO:0003785, GO:0004672, GO:0004713, GO:0004715, GO:0005524, GO:0005829, GO:0006464, GO:0007155, GO:0007165, GO:0007204, GO:0010506, GO:0010863, GO:0010976, GO:0015629, GO:0018108, GO:0030100, GO:0030145, GO:0030154, GO:0030155, GO:0038083, GO:0042127, GO:0051015, GO:0051353, GO:0071300, GO:2000145, GO:2000249
comp80211	GO:0005576, GO:0005783, GO:0018400, GO:0032991, GO:0061077, GO:1904027
comp802327	GO:0005178, GO:0005201, GO:0005576, GO:0005615, GO:0005622, GO:0007155, GO:0008201, GO:0030036, GO:0030199, GO:0031012, GO:0032963, GO:0048251, GO:0062023, GO:0070062, GO:0098633
comp80237	GO:0005245, GO:0005765, GO:0010008, GO:0010508, GO:0016021, GO:0034765, GO:0042802, GO:0072345
comp802488	GO:0005737, GO:0019085, GO:0019086, GO:0035658
comp80251	GO:0005096, GO:0005829, GO:0007165, GO:0051056, GO:0070374
comp802525	GO:0003774, GO:0005923, GO:0007015, GO:0016459, GO:0051058
comp802681	GO:0004597, GO:0016020, GO:0016021, GO:0042264, GO:0046872
comp802752	GO:0005041, GO:0005044, GO:0005509, GO:0005540, GO:0005886, GO:0005887, GO:0006898, GO:0006954, GO:0007155, GO:0007267, GO:0015035, GO:0016525, GO:0030169, GO:0030666, GO:0042742
comp80277	GO:0000775, GO:0000785, GO:0003682, GO:0005634, GO:0005654, GO:0005694, GO:0005829, GO:0007062, GO:0008278, GO:0016020, GO:0016363, GO:0032876, GO:0051301, GO:0051321, GO:0097431, GO:1901673
comp802820	GO:0000381, GO:0003723, GO:0005654, GO:0005737, GO:0008270, GO:0008380, GO:0016607, GO:0019904, GO:0045292, GO:0048025, GO:0051028, GO:1990830
comp802857	GO:0000932, GO:0003723, GO:0005524, GO:0005634, GO:0005829, GO:0010494, GO:0010526, GO:0032575, GO:0035194, GO:0035195, GO:0035279, GO:0036464, GO:0043186, GO:0061014, GO:0061158, GO:0150011
comp802962	GO:0003924, GO:0005525, GO:0005737, GO:0005829, GO:0005856, GO:0005886, GO:0005938, GO:0007015, GO:0007266, GO:0008360, GO:0016477, GO:0019901, GO:0030334, GO:0030667, GO:0030950, GO:0032153, GO:0032956, GO:0043231, GO:0043312, GO:0051017, GO:0051056, GO:0070062
comp80305	GO:0000165, GO:0004713, GO:0005088, GO:0005154, GO:0005576, GO:0005615, GO:0005886, GO:0007173, GO:0008083, GO:0008284, GO:0016021, GO:0035810, GO:0038128, GO:0043066, GO:0045597, GO:0045840, GO:0046934, GO:0048146, GO:0051781, GO:0051897, GO:2000145
comp803088	GO:0000981, GO:0003677, GO:0005634, GO:0046872
comp80326	GO:0000978, GO:0000981, GO:0001228, GO:0003700, GO:0005634, GO:0005654, GO:0005829, GO:0006355, GO:0007049
comp80364	GO:0005887, GO:0006885, GO:0008271, GO:0008509, GO:0009887, GO:0015106, GO:0015108, GO:0015111, GO:0015116, GO:0015301, GO:0015698, GO:0016324, GO:0019531, GO:0031526, GO:0032880, GO:0070062
comp80373	GO:0000086, GO:0004722, GO:0004724, GO:0005634, GO:0005829, GO:0006306, GO:0006342, GO:0009267, GO:0009617, GO:0030330, GO:0035970, GO:0045814, GO:0046872, GO:0051019
comp803754	GO:0000086, GO:0000278, GO:0004674, GO:0005524, GO:0005634, GO:0005737, GO:0005813, GO:0006974, GO:0018105, GO:0032154, GO:0032515, GO:0035556, GO:0051301, GO:0051721
comp803880	GO:0000398, GO:0003723, GO:0005524, GO:0034459
comp80390	GO:0000159, GO:0004721, GO:0004722, GO:0005509, GO:0005634, GO:0005654, GO:0006470, GO:0007050, GO:0019888
comp803916	GO:0001525, GO:0001756, GO:0005783, GO:0006004, GO:0006493, GO:0007219, GO:0007399, GO:0007507, GO:0008417, GO:0008593, GO:0016020, GO:0046922
comp803927	GO:0000139, GO:0005829, GO:0006895, GO:0015031
comp80401	GO:0000122, GO:0000981, GO:0003677, GO:0003700, GO:0005634, GO:0046872
comp80402	GO:0001570, GO:0001701, GO:0003007, GO:0005654, GO:0005737, GO:0007296, GO:0007569, GO:0008270, GO:0016607, GO:0043231, GO:0045582, GO:0045747, GO:0045944, GO:0048146, GO:0048589, GO:0048844
comp80423	GO:0001701, GO:0001886, GO:0005506, GO:0005615, GO:0005783, GO:0005788, GO:0005789, GO:0005791, GO:0005794, GO:0005802, GO:0006493, GO:0008104, GO:0008475, GO:0017185, GO:0021915, GO:0030199, GO:0031418, GO:0032870, GO:0032963, GO:0033823, GO:0042311, GO:0046947, GO:0048730, GO:0050211, GO:0060425, GO:0062023, GO:0070062, GO:0070831
comp80424	GO:0000139, GO:0003841, GO:0005509, GO:0005783, GO:0005789, GO:0005794, GO:0005811, GO:0005886, GO:0006654, GO:0006656, GO:0008654, GO:0016020, GO:0016021, GO:0035577, GO:0036148, GO:0036151, GO:0043129, GO:0043312, GO:0045732, GO:0047144, GO:0047159, GO:0047184, GO:0047191, GO:0047192, GO:0060041, GO:2001246
comp804297	GO:0003677, GO:0005634, GO:0046872
comp80451	GO:0008021, GO:0030054, GO:0030136, GO:0030424, GO:0031175, GO:0036466, GO:0042734, GO:0044297, GO:0044306, GO:0098793, GO:0098794, GO:0150007
comp8046631	GO:0000182, GO:0000500, GO:0001181, GO:0005730, GO:0006325, GO:0006361, GO:0042790
comp804780	GO:0001934, GO:0005634, GO:0005654, GO:0005739, GO:0005886, GO:0007528, GO:0019901, GO:0030054, GO:0031594, GO:0035091, GO:0043113, GO:0061098
comp80491	
comp805141	GO:0000122, GO:0000977, GO:0001228, GO:0005634, GO:0045944, GO:0046543, GO:0046872
comp805176	GO:0003774, GO:0005923, GO:0007015, GO:0016459, GO:0051058
comp805186	GO:0005634, GO:0006351
comp8052078	GO:0004181, GO:0005829, GO:0008270, GO:0015631, GO:0035609, GO:0035610
comp805409	GO:0005576
comp805524	GO:0030318
comp805919	GO:0000281, GO:0000724, GO:0005765, GO:0005813, GO:0030496, GO:0032266, GO:0032465, GO:0046872
comp805990	GO:0005765, GO:0006914, GO:0032008
comp806067	GO:0003824
comp806074	GO:0004674, GO:0005524, GO:0005737, GO:0007049, GO:0019901, GO:0046872, GO:0051301
comp806082	GO:0003682, GO:0003723, GO:0004386, GO:0005524, GO:0005634, GO:0007399, GO:0016514, GO:0016887, GO:0042393, GO:0043044, GO:0045944, GO:0071564, GO:0071565
comp806110	GO:0008168, GO:0046872
comp806205	GO:0030198, GO:0031012, GO:0050840
comp806215	GO:0000139, GO:0005794, GO:0005814, GO:0016020
comp806327	GO:0004672, GO:0004674, GO:0004683, GO:0005516, GO:0005524, GO:0005525, GO:0005634, GO:0005737, GO:0005886, GO:0006468, GO:0006915, GO:0008625, GO:0010506, GO:0010508, GO:0015629, GO:0017075, GO:0017148, GO:0035556, GO:0042802, GO:0042981, GO:0043066, GO:0043280, GO:0046777, GO:0071346, GO:0071447, GO:0097190, GO:2000310
comp806429	GO:0000421, GO:0005739, GO:0005765, GO:0005829, GO:0006511, GO:0007005, GO:0010923, GO:0031313, GO:0031901, GO:0031902, GO:0035014, GO:0035973, GO:0043551, GO:0045022, GO:0050821, GO:0070530
comp806500	GO:0002162, GO:0003779, GO:0005737, GO:0005856, GO:0008270, GO:0030054, GO:0042383, GO:0045211
comp806657	GO:0003951, GO:0004143, GO:0005524, GO:0005634, GO:0005737, GO:0005829, GO:0005886, GO:0006897, GO:0007165, GO:0007173, GO:0007205, GO:0007275, GO:0010033, GO:0015031, GO:0019932, GO:0019992, GO:0030168, GO:0031410, GO:0035556, GO:0042802, GO:0042803, GO:0046339, GO:0046486, GO:0046834, GO:0046872, GO:0046982, GO:0051260
comp80714	GO:0046872
comp807155	GO:0005654, GO:0005813, GO:0005814, GO:0043231
comp807205	GO:0000287, GO:0005739, GO:0016853, GO:0044275, GO:0050023
comp807210	GO:0000137, GO:0005096, GO:0005198, GO:0005737, GO:0005856, GO:0005886, GO:0006887, GO:0006893, GO:0007409, GO:0008593, GO:0017137, GO:0019901, GO:0030424, GO:0030864, GO:0030866, GO:0031901, GO:0032588, GO:0032878, GO:0051294, GO:0065003
comp807280	GO:0003723, GO:0005694, GO:0016607, GO:0018024, GO:0048188, GO:0051568
comp80748	GO:0001756, GO:0001934, GO:0001957, GO:0003139, GO:0003413, GO:0005634, GO:0005737, GO:0005813, GO:0008013, GO:0008219, GO:0008283, GO:0008285, GO:0010718, GO:0010942, GO:0016055, GO:0019899, GO:0019901, GO:0030111, GO:0030282, GO:0031625, GO:0032423, GO:0032991, GO:0034613, GO:0042476, GO:0043570, GO:0045668, GO:0045860, GO:0048255, GO:0061181, GO:0070411, GO:0070602, GO:0090090, GO:2000054
comp807503	GO:0005829, GO:0017112, GO:0055037
comp807641	GO:0004197, GO:0004843, GO:0005829, GO:0006511, GO:0016579, GO:0031647
comp807934	GO:0001932, GO:0005158, GO:0005634, GO:0006357, GO:0007010, GO:0008284, GO:0008286, GO:0008360, GO:0022604, GO:0043066, GO:0043568, GO:0045840, GO:0045893, GO:0045944, GO:0070577, GO:2001237
comp807998	GO:0005089, GO:0005886, GO:0030335, GO:0035023
comp808170	GO:0004252, GO:0005576
comp808638	GO:0016021, GO:0032580, GO:0046872, GO:0047238, GO:0050510
comp808737	GO:0005635, GO:0005640, GO:0005737, GO:0005791, GO:0007010, GO:0007097, GO:0008360, GO:0016020, GO:0016021, GO:0031965, GO:0034993, GO:0051015, GO:0051647, GO:0090150, GO:0090286
comp808884	GO:0000139, GO:0001933, GO:0005794, GO:0010977, GO:0016021, GO:0033137, GO:0034067, GO:0038023, GO:0043407
comp809044	GO:0003676, GO:0005634, GO:0005654, GO:0006357, GO:0007517, GO:0032039, GO:0033089, GO:0045944, GO:0046872, GO:2000291, GO:2001224
comp809150	GO:0003676, GO:0008270, GO:0035091
comp809360	GO:0003677, GO:0005634, GO:0005737, GO:0005829, GO:0005856, GO:0005912, GO:0007010, GO:0007399, GO:0008093, GO:0008154, GO:0016032, GO:0016477, GO:0016601, GO:0017124, GO:0018108, GO:0019900, GO:0030027, GO:0031209, GO:0031625, GO:0032433, GO:0070064, GO:2000601
comp809710	GO:0001534, GO:0003341, GO:0005634, GO:0005654, GO:0005730, GO:0005930, GO:0035082
comp809750	GO:0004842, GO:0005524, GO:0005634, GO:0005737, GO:0005829, GO:0006513, GO:0016604, GO:0030513, GO:0042147, GO:0061630, GO:0061631, GO:0070534
comp809854	GO:0000981, GO:0003677, GO:0003700, GO:0005634, GO:0005654, GO:0005829, GO:0006355, GO:0006366, GO:0007275, GO:0014886
comp809879	GO:0003774, GO:0005737, GO:0005813, GO:0005868, GO:0005874, GO:0005930, GO:0007275, GO:0035721, GO:0035735, GO:0035869, GO:0036064, GO:0045504, GO:1902017
comp810422	GO:0005524, GO:0005874, GO:0005929, GO:0005930, GO:0007018, GO:0008017, GO:0008574, GO:0060404, GO:0070462
comp810522	GO:0005769, GO:0006886, GO:0007165, GO:0016192, GO:0046332
comp811052	GO:0005730, GO:0005765, GO:0006914, GO:0010008, GO:0015031, GO:0032418, GO:0035556, GO:0045780, GO:0046872, GO:1900029
comp81107	GO:0050890
comp81123	GO:0000139, GO:0006486, GO:0016021, GO:0047275
comp811366	GO:0005604, GO:0007154, GO:0007160, GO:0016021, GO:0030246, GO:0046872, GO:0062023, GO:0097094
comp811668	GO:0000785, GO:0003690, GO:0005634, GO:0005654, GO:0032116, GO:0034088, GO:0051301, GO:0071921, GO:0090694
comp811710	GO:0003676, GO:0046872
comp811859	GO:0005634, GO:0007275, GO:0060693
comp812056	GO:0004864, GO:0005634, GO:0005654, GO:0005829, GO:0006336, GO:0007166, GO:0016235
comp812228	GO:0005179, GO:0005576, GO:0007218
comp812306	GO:0001702, GO:0001736, GO:0001843, GO:0005109, GO:0005634, GO:0005737, GO:0005829, GO:0005886, GO:0007163, GO:0009948, GO:0009950, GO:0009986, GO:0022008, GO:0031410, GO:0032053, GO:0035253, GO:0035556, GO:0045545, GO:0046875, GO:0048013, GO:0050821, GO:0051260, GO:0060026, GO:0060027, GO:0060070, GO:0060271, GO:0090179, GO:0090630
comp812312	GO:0000398, GO:0003723, GO:0005524, GO:0034459
comp812463	GO:0005634, GO:0005737, GO:0042074, GO:0060026, GO:0060027
comp813814	GO:0003980, GO:0005783, GO:0005788, GO:0005793, GO:0018279, GO:0032991, GO:0044322, GO:0051082, GO:0071712, GO:1904380
comp81385	GO:0001725, GO:0005623, GO:0005737, GO:0005886, GO:0005925, GO:0007160, GO:0017166, GO:0035994, GO:0046872
comp813916	GO:0003682, GO:0005634, GO:0006351, GO:0006357, GO:0006468, GO:0007049, GO:0008024, GO:0008134, GO:0016032, GO:0016538, GO:0019901, GO:0032786, GO:0044212, GO:0045944, GO:0051301, GO:0061575, GO:0070063, GO:0097322, GO:1900364
comp813929	GO:0005886, GO:0007155, GO:0016021, GO:0030054
comp813951	GO:0005643, GO:0005654, GO:0005813, GO:0005829, GO:0006913, GO:0007612, GO:0009566, GO:0015031, GO:0031965, GO:0051028
comp81432	GO:0001933, GO:0005737, GO:0010628, GO:0044320, GO:0045944, GO:0046325, GO:0046627, GO:0051881, GO:0070346, GO:0070584, GO:0071345, GO:0071354, GO:0071356, GO:0071398, GO:1903077, GO:2000377, GO:2000379, GO:2001170, GO:2001171
comp81434	GO:0000122, GO:0000978, GO:0001650, GO:0001935, GO:0005634, GO:0006351, GO:0006355, GO:0007049, GO:0007346, GO:0008270, GO:0016605, GO:0042802, GO:0042803, GO:0043231, GO:0043565
comp814513	GO:0005524, GO:0005739, GO:0016887
comp814527	GO:0005634, GO:0005737, GO:0046872, GO:0051213
comp814763	GO:0005737, GO:0005886, GO:0006879, GO:0030097, GO:0046854, GO:0072659
comp814784	
comp81479	GO:0003025, GO:0004386, GO:0005524, GO:0005614, GO:0005654, GO:0007399, GO:0007605, GO:0007608, GO:0007626, GO:0008201, GO:0021554, GO:0021563, GO:0021564, GO:0022008
comp81490	GO:0001726, GO:0003779, GO:0005198, GO:0005200, GO:0005737, GO:0005886, GO:0005925, GO:0007016, GO:0007043, GO:0007155, GO:0015629, GO:0045202, GO:0051015
comp815014	GO:0003713, GO:0004402, GO:0005634, GO:0016922, GO:0030374, GO:0032870, GO:0035257, GO:0045893, GO:0045944, GO:0046983
comp815043	GO:0005096, GO:0005776, GO:0006886, GO:0006914, GO:0017137, GO:0031410, GO:0090630, GO:1901096
comp81514	GO:0016567, GO:0035556
comp815233	GO:0005737, GO:0006914, GO:0097352
comp81591	GO:0000398, GO:0000980, GO:0003713, GO:0003714, GO:0003723, GO:0005634, GO:0005654, GO:0006355, GO:0006915, GO:0007049, GO:0008284, GO:0030335, GO:0030374, GO:0048471
comp816160	GO:0005802, GO:0005886, GO:0010923, GO:0016021, GO:0019902, GO:0030133, GO:0032991, GO:0042998, GO:0043231, GO:0071253
comp816329	GO:0000165, GO:0001525, GO:0001556, GO:0001666, GO:0001954, GO:0002040, GO:0002250, GO:0002315, GO:0004672, GO:0004683, GO:0004713, GO:0004715, GO:0004972, GO:0005524, GO:0005634, GO:0005856, GO:0005925, GO:0005938, GO:0006468, GO:0006968, GO:0006970, GO:0007015, GO:0007155, GO:0007166, GO:0007172, GO:0007173, GO:0007204, GO:0007229, GO:0008022, GO:0008284, GO:0008285, GO:0008360, GO:0009612, GO:0009725, GO:0009749, GO:0010226, GO:0010595, GO:0010656, GO:0010752, GO:0010758, GO:0010976, GO:0014009, GO:0014069, GO:0017146, GO:0018108, GO:0019899, GO:0030027, GO:0030154, GO:0030155, GO:0030279, GO:0030307, GO:0030335, GO:0030424, GO:0030425, GO:0030426, GO:0030502, GO:0030838, GO:0031175, GO:0031234, GO:0031625, GO:0032270, GO:0032960, GO:0033209, GO:0035235, GO:0035902, GO:0038083, GO:0042127, GO:0042220, GO:0042542, GO:0042976, GO:0042995, GO:0043025, GO:0043066, GO:0043149, GO:0043197, GO:0043267, GO:0043423, GO:0043507, GO:0043524, GO:0043534, GO:0043552, GO:0044297, GO:0044877, GO:0045121, GO:0045428, GO:0045429, GO:0045453, GO:0045471, GO:0045638, GO:0045727, GO:0045766, GO:0045860, GO:0046330, GO:0048010, GO:0048041, GO:0048471, GO:0050731, GO:0050848, GO:0051000, GO:0051279, GO:0051591, GO:0051592, GO:0051968, GO:0060291, GO:0060292, GO:0070098, GO:0070374, GO:0071300, GO:0071498, GO:0090630, GO:0097440, GO:0098794, GO:0098978, GO:2000058, GO:2000060, GO:2000114, GO:2000249, GO:2000310, GO:2000379, GO:2000463, GO:2000538, GO:2000573
comp816543	GO:0000302, GO:0001618, GO:0002244, GO:0003713, GO:0004415, GO:0005540, GO:0005764, GO:0005829, GO:0005902, GO:0005975, GO:0006027, GO:0009615, GO:0010259, GO:0010764, GO:0016324, GO:0019064, GO:0019087, GO:0030139, GO:0030214, GO:0030294, GO:0030308, GO:0030971, GO:0031362, GO:0031410, GO:0033906, GO:0035810, GO:0042117, GO:0042307, GO:0043407, GO:0044344, GO:0045121, GO:0045944, GO:0046658, GO:0046677, GO:0046718, GO:0048471, GO:0048705, GO:0050431, GO:0050729, GO:0051216, GO:0051607, GO:0051898, GO:0060586, GO:0061099, GO:0070295, GO:0071347, GO:0071356, GO:0071493, GO:0071560, GO:0090575, GO:2000484, GO:2000778, GO:2001238
comp816728	GO:0003677, GO:0003700, GO:0005634, GO:0006355, GO:0046872
comp81673	GO:0007049, GO:0007088, GO:0032880, GO:0051301, GO:0060236
comp816733	GO:0000082, GO:0000166, GO:0000278, GO:0000731, GO:0003677, GO:0003682, GO:0003887, GO:0005634, GO:0005654, GO:0005886, GO:0006260, GO:0006272, GO:0006287, GO:0006297, GO:0008270, GO:0008310, GO:0008622, GO:0045004, GO:0048568, GO:0051539, GO:0071897
comp81698	GO:0001556, GO:0005886, GO:0005887, GO:0007186, GO:0007189, GO:0007190, GO:0007193, GO:0008285, GO:0008528, GO:0008584, GO:0009755, GO:0016500, GO:0017046, GO:0043066, GO:0043950
comp817137	GO:0005524, GO:0005737, GO:0005886, GO:0005911, GO:0005923, GO:0007165, GO:0032947, GO:0046328
comp81729	GO:0000165, GO:0000186, GO:0000287, GO:0002931, GO:0004672, GO:0004674, GO:0004709, GO:0005524, GO:0005829, GO:0006468, GO:0007254, GO:0007257, GO:0008631, GO:0009897, GO:0010666, GO:0016032, GO:0019901, GO:0019903, GO:0019904, GO:0032991, GO:0034198, GO:0034976, GO:0038066, GO:0042060, GO:0042802, GO:0042803, GO:0043065, GO:0043280, GO:0043507, GO:0045087, GO:0045663, GO:0045893, GO:0046330, GO:0051403, GO:0070059, GO:0070301, GO:0071356, GO:0072577, GO:0097190, GO:0097300, GO:1900745, GO:1901216, GO:1902170, GO:1902911, GO:1904707, GO:1990604
comp817633	GO:0000943, GO:0003677, GO:0003723, GO:0003887, GO:0003964, GO:0004190, GO:0004523, GO:0004540, GO:0005524, GO:0005634, GO:0005737, GO:0006310, GO:0008233, GO:0008270, GO:0015074, GO:0032197
comp81778	GO:0001890, GO:0005109, GO:0005125, GO:0005615, GO:0009986, GO:0035426, GO:0042803, GO:0045893, GO:0051091, GO:0060070, GO:0061299, GO:0062023
comp817789	GO:0000981, GO:0003677, GO:0005634, GO:0046872
comp81800	GO:0005737, GO:0006915, GO:0007249, GO:0043066, GO:0050769
comp818054	GO:0000262, GO:0001701, GO:0003677, GO:0003887, GO:0005737, GO:0005739, GO:0005759, GO:0006260, GO:0006261, GO:0006264, GO:0006281, GO:0007005, GO:0022904, GO:0042645, GO:0042802, GO:0070584
comp818115	GO:0000977, GO:0000981, GO:0005634, GO:0008270, GO:0016020, GO:0016021
comp818344	GO:0001502, GO:0001503, GO:0002063, GO:0005201, GO:0005576, GO:0005592, GO:0005615, GO:0005788, GO:0006029, GO:0007601, GO:0007605, GO:0008201, GO:0030020, GO:0030198, GO:0030199, GO:0030674, GO:0031012, GO:0035987, GO:0035989, GO:0042472, GO:0046872, GO:0048704, GO:0050840, GO:0050910, GO:0055010, GO:0062023, GO:1904399
comp818352	GO:0000045, GO:0000407, GO:0000423, GO:0004672, GO:0004674, GO:0005524, GO:0005737, GO:0005776, GO:0005829, GO:0006914, GO:0007265, GO:0007409, GO:0008104, GO:0010468, GO:0010506, GO:0010941, GO:0016020, GO:0016236, GO:0017137, GO:0018105, GO:0018107, GO:0019901, GO:0021707, GO:0021933, GO:0030424, GO:0030659, GO:0031102, GO:0031175, GO:0031333, GO:0031623, GO:0031669, GO:0034045, GO:0034198, GO:0042594, GO:0042802, GO:0043005, GO:0043025, GO:0044877, GO:0046777, GO:0048671, GO:0048675, GO:0051020, GO:0051386, GO:0051879, GO:0075044, GO:0097629, GO:0097632, GO:0097635, GO:0098780, GO:1990316, GO:2000786
comp818378	GO:0003677, GO:0003700, GO:0005634, GO:0005737, GO:0007224, GO:0009952, GO:0009953, GO:0045892, GO:0046872, GO:0048568, GO:0060173
comp818636	GO:0000287, GO:0004012, GO:0005524, GO:0005768, GO:0005769, GO:0005802, GO:0005886, GO:0006890, GO:0006897, GO:0016021, GO:0031901, GO:0045332, GO:0048471, GO:0055037
comp818692	GO:0005096, GO:0005737, GO:0007165, GO:0016020, GO:0043087
